Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
ARMC2	1.074347	0.7397322	0.750815	1.1652642	1.44278	0.857849	0.7451166	2.3006783	1.758223	0.8470664	2.12546	2.204095	1.4642425	1.516283	1.08583	0.933593	1.6297873	0.993778	0.6161796	1.312042
ARMC5	3.1963139	2.301142	2.373128	3.045435	2.638446	3.5567262	2.8884737	3.057872	3.5267053	2.2088485	3.3710356	2.862762	2.0517294	2.7301114	2.524431	3.3429637	3.0294175	2.8737042	2.5093355	3.0398638
ARMC6	11.528558	10.130361	7.3879924	10.747568	8.337018	13.415218	7.0612187	11.329511	10.727012	8.099354	10.050259	8.774814	8.516571	9.927664	9.488572	14.067807	11.564112	11.60926	10.904464	9.036436
ARMC7	7.2257557	7.6859627	8.773421	9.049476	9.56595	9.945345	7.088607	10.616797	10.411389	9.053851	10.888916	9.719097	10.757382	12.828818	10.310338	12.781465	11.170789	11.60821	9.502388	9.672099
ARMC8	15.524396	12.471031	11.108944	10.184684	14.021661	13.578337	12.026823	14.065975	12.251474	12.468979	10.724813	11.751702	11.935735	14.040698	13.807623	13.638272	11.369666	11.703924	13.61087	12.555189
ARMC9	3.3055117	3.6864467	2.6111145	2.6019483	4.8117146	4.320602	2.696153	5.235065	5.0466413	3.0828836	4.384672	3.893141	2.668607	3.9123857	5.574058	3.5609505	2.382342	3.218751	3.9104216	3.0337238
ARMCX1	4.6543994	3.03014	3.26498	2.52939	4.19882	3.96041	4.6115804	3.75699	2.65309	1.5304852	2.83362	3.0534298	2.09323	2.279	3.48838	3.69527	2.21614	4.1723604	1.6306	3.0036702
ARMCX2	6.6557074	3.867434	4.3381076	4.606723	4.7287135	2.8375695	5.266383	4.398076	2.973633	2.5242963	2.364637	2.961117	2.90992	2.234563	3.327458	2.2397027	2.8365555	3.5935593	1.425277	3.172372
ARMCX3	18.299742	16.309017	12.55646	12.151862	16.166153	14.693978	18.402227	16.516258	17.847446	10.987737	15.865694	15.9020605	16.887224	15.29581	16.44619	15.446193	10.2866335	16.049002	10.173995	16.119564
ARMCX4	2.5729911	1.9252688	1.6095605	3.5955381	1.6672807	2.2654402	1.7944175	2.1788278	3.7451823	2.5177069	2.1471777	2.0022297	1.8768132	2.5047774	2.4985435	1.4897095	0.8923303	2.844044	1.152568	2.877332
ARMCX5	6.4375076	5.7082324	4.4750996	4.2180285	5.228242	5.7588096	4.282755	6.1209555	6.524388	4.436603	5.275858	5.772129	5.990094	5.248084	8.142851	7.1153655	4.47826	6.7224946	5.7956386	7.259105
ARMCX6	10.756693	9.708253	8.548813	10.817777	11.104714	10.403327	10.118528	10.893393	10.0053	8.05422	10.644738	11.8669615	11.560944	9.991547	11.2394	10.128388	7.085816	11.436859	7.8417864	10.665785
ARMT1	13.501603	9.749135	11.658187	8.546484	13.062223	16.970476	10.369307	18.191994	18.729322	13.40437	15.978977	16.747498	18.359632	18.954	15.303301	16.873644	13.991482	17.240423	19.50666	15.044876
ARNT2	2.5603096	1.2456535	1.3026814	1.0322721	2.5620584	1.6596395	1.83586	1.4918599	1.202237	0.97685343	1.2391504	2.289682	1.5706104	1.407726	2.3241127	1.62268	1.472729	2.1849709	1.399737	1.4638153
ARNTL2	2.308958	2.118767	1.446801	0.868519	1.6936171	1.397025	1.841145	1.880704	1.856631	1.497138	1.092312	1.861968	1.44893	3.4755132	1.9397143	2.976704	1.349531	1.5389152	2.153347	1.492871
ARNTL	3.5777204	4.6624427	3.173529	4.4495254	4.6675773	3.0870094	2.172969	7.1134725	4.652504	6.5194287	3.421312	8.026964	5.1723666	7.0126915	4.08339	7.457329	3.3180296	2.8781927	6.821186	4.1001883
ARNT	14.950052	13.131439	13.153274	12.510665	15.853905	13.789212	13.991699	18.856388	14.674009	9.875367	12.065637	13.986747	13.104896	12.260816	14.3656	12.623214	11.538128	14.175401	11.112346	12.870718
ARPC1A	92.36665	83.89758	81.75095	75.97336	74.95382	118.56995	70.098625	104.69925	112.699	113.99815	96.59173	87.20409	94.52662	118.974915	101.88894	119.53347	106.6273	100.91159	106.66343	95.422165
ARPC1B	91.724556	75.37683	98.5208	71.74163	93.640076	119.551094	58.634163	83.40946	87.08649	85.48747	63.601032	91.456375	104.61364	113.76268	73.97054	103.70835	93.76932	69.188515	140.7653	76.07538
ARPC2	226.09198	199.61378	221.84744	188.09154	232.69495	252.66858	164.4647	261.76154	221.60487	226.491	218.78078	238.57849	282.37845	302.75827	220.85393	311.74707	261.73557	217.48714	324.7029	217.1194
ARPC3	285.37466	241.5343	229.71327	193.73123	257.15213	349.04276	199.70135	302.36584	291.46475	261.7392	280.09735	304.47083	336.3941	395.0391	297.35953	388.76038	311.12863	264.18408	399.71924	270.65546
ARPC4-TTLL3	5.842447	2.807022	4.4762144	5.4112062	4.5991087	2.523453	2.76144	4.322337	6.7169633	7.9741344	2.5479228	2.266368	2.726707	5.4408307	5.6120625	5.002151	2.714085	2.174428	3.467065	8.431651
ARPC4	118.46578	102.55293	115.535995	89.60495	116.555664	153.89355	121.54163	135.814	125.34266	112.879166	123.94113	143.87415	166.73773	171.80228	127.37796	181.92485	130.95428	124.06339	182.27261	127.11351
ARPC5L	29.840967	25.579931	25.973782	19.85974	25.18019	31.423584	23.000769	26.220375	31.029371	27.846972	29.353306	32.244167	38.414417	35.54241	33.66336	42.692924	27.15999	28.292076	44.905674	35.393078
ARPC5	147.24225	115.75854	127.16847	104.6281	142.57353	175.26295	112.94015	174.11127	149.16016	136.41995	132.10373	175.02596	173.22232	223.3354	151.03734	207.92896	160.49516	147.27199	205.25247	147.58061
ARPIN	14.688591	10.604881	9.757388	10.3791065	11.656993	11.568141	10.13748	15.656224	16.365656	12.518063	12.66382	12.69346	13.616938	13.016437	16.026024	14.8015785	9.501087	13.92289	10.369038	14.745656
ARPP19	32.68933	24.314894	24.301596	15.392561	27.009346	25.914476	30.66076	27.939209	28.404972	17.569208	22.157734	29.38099	32.267513	25.448992	24.80798	25.673534	21.466854	25.723223	31.602169	26.744007
ARRB1	22.267176	25.80637	25.171286	18.265509	25.49356	21.709631	20.172543	42.46233	37.294746	25.878237	30.611387	28.079498	34.006496	37.807926	34.084263	23.009718	31.58611	30.664074	29.783659	31.005783
ARRB2	17.980612	15.179953	16.6848	19.43348	21.885426	20.994682	15.796581	21.03645	18.036432	13.797322	14.050788	17.546106	16.946398	20.029709	13.271758	15.020579	17.72456	16.05254	14.337175	15.863568
ARRDC1	25.769123	22.66171	27.40067	35.06702	26.629412	34.57825	20.653723	35.838	44.421566	42.063774	33.097008	30.537092	30.989809	38.36429	36.28311	38.181534	31.468027	29.723219	33.701622	42.636967
ARRDC2	16.804058	9.903235	14.532609	16.239693	15.564169	11.421981	12.202113	18.054712	16.905218	11.986941	13.892511	14.440455	8.872952	11.560976	12.6930275	14.459818	10.25036	10.539593	10.936935	23.794842
ARRDC3	17.138	17.088333	11.859881	16.557426	21.037714	17.609875	15.432703	24.347744	13.737615	13.162204	18.779655	14.073774	13.085869	15.650854	13.069416	15.03729	17.92567	17.00377	10.802876	12.15686
ARRDC4	17.1168	11.4453	10.819802	14.374	16.121801	12.199301	15.747501	34.411407	38.032295	12.9389	23.5814	23.712399	17.778797	13.039499	20.329002	15.753298	28.886501	18.5285	19.279099	45.84109
ARSA	20.11093	19.951149	25.122547	27.763826	24.192253	27.950283	20.256044	33.803898	31.88919	26.90688	23.547037	21.904343	29.77055	25.223629	27.943134	13.5428095	35.708546	25.79993	24.504066	22.543795
ARSB	4.1190495	4.380999	4.0344205	2.799436	4.8595676	4.3451757	4.344099	3.902479	3.9748418	2.98771	3.231327	3.036413	2.445336	3.542757	4.9004025	2.865727	3.3546376	4.238022	3.7441547	3.059764
ARSD	16.13886	21.58214	17.322542	25.2947	16.740978	26.945976	30.42093	37.549183	27.154919	18.180086	38.678257	24.866562	34.018604	33.4122	41.132965	28.181307	31.187529	41.468044	16.526546	23.414623
ARSE	0.598332	12.064121	11.478398	22.924448	13.384181	31.801157	28.3246	31.876577	17.872297	12.754805	29.665314	12.23238	23.010698	24.800528	37.642628	22.120226	21.386412	30.823322	16.390821	16.596403
ARSG	2.1117203	1.319181	1.57888	1.8198823	2.4152803	1.507567	1.333855	1.5537268	1.35162	1.4112751	1.23872	1.685997	1.5098225	1.1149735	1.432463	1.2277895	0.964412	1.2999889	1.1152744	1.3683678
ARSJ	3.3878963	5.8351464	3.067572	1.725243	4.921683	2.774966	3.331267	5.2969403	5.1318216	4.0912943	3.6259408	3.1781077	4.5498123	3.821395	4.933103	2.366224	2.119328	5.932609	5.39205	5.484409
ARSK	1.63232	1.7449819	1.783533	1.539877	2.135493	1.9169565	2.31774	2.2360368	1.9555111	1.27514	1.989276	2.167685	1.349482	1.723309	1.958045	1.752728	1.0552938	1.877842	1.4709021	1.828807
ART3	0.6360992	0.32023984	1.2813689	0.9105433	0.726503	0.6466875	0.625962	0.3118692	0.871067	0.36824042	0.26189053	0.83558923	0.2666147	0.032791097	1.089735	0.894051	0.21833712	0.659428	0.2687871	0.6110868
ARTN	3.2613587	0.9283854	2.252117	0.982069	1.1350783	1.561835	0.678192	1.3553094	1.7059377	2.8776906	1.166103	1.12858	2.802451	2.068373	2.053572	2.0416248	1.7183601	1.972187	4.5749345	2.3547773
ARV1	27.136168	19.103586	21.178509	18.818987	20.922327	30.94857	23.132341	31.987797	36.679504	25.128593	26.911194	32.39258	29.164516	28.092642	32.52015	30.45085	20.674349	30.266993	26.856005	25.520327
ARVCF	2.806316	2.2510474	2.4835982	3.316787	2.632667	3.256013	2.406923	3.054543	5.409571	2.9055562	2.271812	2.4271395	1.9841423	3.7327025	4.230268	2.732144	2.0435028	2.061372	1.282602	3.419575
AS3MT	1.903534	1.212813	1.409731	0.969783	1.242207	1.209093	1.072697	1.109854	1.8989239	0.786525	1.230094	1.465282	1.261615	1.8926228	1.46807	2.024881	1.860233	1.843103	0.822078	2.022205
ASAH1	112.87809	101.00943	90.06908	68.67589	115.41806	105.85167	94.593	103.19406	105.661514	93.50034	111.28227	97.50529	113.58084	128.68678	141.02637	111.90827	96.898476	114.10355	119.882286	105.76763
ASAH2B	3.3106046	2.863594	2.282464	3.644426	2.7869349	2.072014	2.684801	2.03143	3.894829	2.576449	2.7590773	3.8854885	2.669979	2.1560383	2.12132	4.6302752	1.816839	4.45127	3.855804	2.319552
ASAH2	1.023941	0.367904	0.958297	0.464391	1.071928	1.441172	1.2283006	1.383344	1.198361	0.724401	0.493	1.217385	1.214374	0.648345	1.37051	1.402179	0.528025	1.261228	1.164776	2.324538
ASAP1	5.738965	4.4100404	4.3843126	3.1647398	5.988508	3.681506	6.0516114	3.396907	2.9928162	1.962375	2.4802105	3.8775563	3.4434943	2.401665	5.132758	2.4791565	2.561766	3.1476774	3.586736	3.341038
ASAP2	16.163567	14.967256	14.488612	13.271716	12.944198	17.620827	11.424355	21.197382	24.552376	20.221848	14.355817	13.803188	20.325838	16.966057	19.09634	18.182459	18.248053	15.48452	19.807472	15.720064
ASAP3	7.9340677	9.268137	9.086452	8.231942	8.1946535	10.543731	8.086065	11.683897	12.308469	10.734527	9.000519	11.558535	10.052127	9.184407	10.492221	10.659595	8.474478	11.298516	9.695321	10.912793
ASB13	12.133157	12.556218	13.978442	16.02203	14.872519	19.386282	10.787661	29.469938	19.978771	18.57825	25.226238	19.221289	21.350328	18.55695	18.742104	16.390123	22.000553	16.847492	17.596052	18.372065
ASB1	6.3702636	6.220012	4.840402	4.960475	6.360013	4.6778374	6.7647085	5.902244	4.570197	4.622949	5.8795795	6.6584463	5.0947585	5.755321	4.34658	6.6625047	4.589508	5.8786497	4.8681026	5.900574
ASB2	4.5386195	3.6564808	4.1068435	3.0805323	5.7262306	2.0516443	4.2562714	2.203593	1.9662282	1.45108	1.813191	4.4949994	2.788543	2.265157	4.013397	3.5124187	3.3112552	2.4836526	2.5801594	1.805285
ASB3	5.923873	3.8862886	4.8849745	4.553076	5.881804	6.3367715	4.1600547	6.406737	6.6533756	4.7419744	4.3264556	6.1078672	6.344903	5.2053404	5.2242713	6.848387	5.207573	5.7003064	4.6473765	6.336091
ASB6	5.68979	4.7343	5.7833405	5.2245693	5.98688	5.8186297	5.6813207	7.1524796	7.0644307	5.42012	6.577752	6.3326197	6.83913	6.9158096	6.19509	7.07799	6.7963495	6.74905	5.26604	6.4732594
ASB7	5.4057417	4.3208404	5.59095	4.2831345	5.08673	4.5968685	4.0070524	7.2718625	5.72027	5.6498213	4.6346726	6.5617204	5.6374197	5.7191935	5.809509	5.6179123	5.769025	6.6392617	7.4399996	6.239313
ASB8	13.107056	13.333358	13.765951	11.94052	16.464256	15.777059	13.305325	21.17666	17.883163	14.817264	18.304441	15.860944	20.095083	18.335304	18.357601	20.476625	17.45422	17.715382	16.504456	15.652015
ASB9	2.1911287	0.8916153	1.0615394	1.099139	1.9720445	1.866636	1.788371	1.724505	1.781633	0.9368313	0.91859	1.169407	1.2288203	2.026782	1.909956	2.444601	1.5833898	1.773956	1.9484692	1.701902
ASCC1	7.9753904	8.019331	7.097035	6.615338	8.748998	8.765551	9.136877	9.049438	7.791543	5.857292	6.8464284	10.340295	6.886926	9.752927	7.233339	9.842167	8.272611	6.8222795	10.303804	8.576007
ASCC2	25.952843	20.297583	22.816608	27.570768	23.266043	26.546885	19.231081	31.607538	28.941221	28.002758	24.894003	22.286549	26.46219	24.590424	25.779959	29.804752	25.082167	23.81204	26.596373	26.104893
ASCC3	7.376071	8.604705	7.333933	4.6781816	6.541821	8.997706	6.455149	7.161894	7.453789	5.9390154	7.115	4.7912307	5.8641715	7.03081	6.764304	7.42673	5.342378	7.3400755	10.158735	7.2324185
ASCL2	8.175181	6.58459	5.4957895	5.944959	11.291899	8.05997	7.6735706	9.121881	10.2294	6.3478503	9.31452	10.548299	8.49436	7.8131185	10.698199	5.3280306	11.204599	16.280499	8.59196	13.5341
ASF1A	11.490541	7.5144897	8.749511	6.5102696	11.029684	12.161301	8.78552	12.65846	12.590469	9.059639	12.219001	14.378899	13.962299	14.983901	11.841097	15.942501	11.212801	15.233146	11.146799	11.465201
ASF1B	15.168583	9.307513	6.509535	7.942768	5.6102815	16.029007	4.508507	8.692012	13.921495	7.1676364	9.240461	9.086716	6.776082	21.914423	9.928032	25.974382	12.404127	10.362523	14.895893	7.9269733
ASGR1	0.337895	0.4116437	0.4347531	0.42987913	0.29991072	0.37699613	0.7307528	0.21379088	0.5560625	0.2218444	0.677118	0.2696865	0.2944678	0.2922788	0.6043134	0.5188157	0.324684	0.317801	0.122751	0.6904814
ASH1L	9.638368	7.421024	6.8547196	7.01556	7.3725233	6.1123343	7.442304	9.881394	8.854052	4.5544934	6.4031878	5.935594	5.907574	5.488547	8.103965	5.3102264	5.7813096	7.5891447	6.102901	6.411462
ASH2L	17.42024	17.325005	16.05298	14.957718	22.318436	19.554014	13.542834	20.010572	25.656933	14.787061	22.698532	19.214163	17.505466	22.9711	22.198872	22.675362	24.050478	21.89397	18.798975	21.536543
ASIC3	0.32303312	0.1397601	0.29643565	0.9605332	0.24891973	0.4511494	0.3040112	0.1035183	0.7281226	0.4491552	0.2769337	0.086390495	0.20314087	0.32613	0.21486299	0.13688652	0.0638201	0.045974806	0.22610041	0.39290437
ASL	50.91013	54.918457	46.037464	54.168552	46.432793	77.4285	44.465637	58.456238	78.5058	68.270874	68.20526	53.84004	62.58623	90.68613	69.18467	85.498215	74.06581	65.67886	83.5213	71.7083
ASMTL	15.130476	10.934961	10.651195	7.7569532	13.3860035	14.186615	13.203405	9.99209	11.3919325	8.958396	13.123035	14.701278	10.899987	9.7204	12.242636	17.448925	8.913182	12.293182	10.764355	13.464198
ASNA1	33.429897	30.755955	31.825762	30.52238	37.368645	48.08007	31.256792	38.961533	37.37864	30.865795	34.99661	37.697968	41.66859	49.581993	38.298332	45.217846	38.79261	37.8281	39.1567	36.630173
ASNSD1	14.999101	12.31991	11.51722	8.068099	13.9158	15.426071	18.450188	18.904394	13.389435	10.010423	13.199103	16.037687	15.9559145	15.109771	12.428851	18.347641	11.8349085	13.121391	13.164552	16.161371
ASNS	12.89449	6.547708	8.886876	11.80591	9.720973	11.687447	7.8364725	11.286159	10.086686	6.8356295	8.503306	8.871925	5.1889334	9.18894	10.303575	17.694708	6.0692015	6.6040115	9.803965	8.699326
ASPA	2.5748658	1.142079	1.604581	1.30447	1.018954	0.971124	1.8354897	1.031384	2.245185	1.295391	0.996827	1.0432972	1.194277	0.885547	0.760306	0.938041	0.5903132	2.382932	0.39433202	1.222003
ASPG	3.680404	4.4394665	21.784233	14.054102	0.6481881	3.8407557	1.8415631	9.524927	9.957842	13.989641	9.197951	11.343211	14.49834	2.2842486	0.3504754	9.846671	8.947454	20.075407	2.9954026	6.5507307
ASPHD1	1.1858768	1.1278769	0.841706	0.819425	0.672712	0.776387	1.332352	0.925185	1.496436	0.758299	1.492326	1.163902	0.790328	1.405071	0.994415	1.2594892	0.795334	1.551631	1.003704	1.2714338
ASPHD2	2.08003	2.10826	2.46894	1.7100002	2.90642	2.26537	3.8324301	2.20801	2.29998	1.78183	2.3320103	2.99915	3.71206	2.87746	1.92987	2.33404	2.33848	2.58039	2.35427	2.73144
ASPH	89.21785	73.47937	50.65919	43.537716	52.894566	68.32241	58.952484	66.36039	81.89673	59.492077	53.422447	56.420338	74.361336	71.58447	102.626816	84.715294	44.784	76.48333	103.12924	70.06594
ASPM	2.872041	1.197698	1.134728	1.835338	1.016868	4.02332	0.901993	2.183856	3.9563549	2.046844	1.655138	1.937338	1.464142	3.098128	1.968575	3.471538	1.9952959	2.028895	1.380795	1.645417
ASPN	2.09368	6.13963	2.59087	1.50427	5.757256	2.60904	5.980884	3.05474	2.7329397	0.931467	0.924098	2.29512	1.9596463	1.05381	6.64362	0.727843	1.529	2.45968	0.2739466	1.821
ASPSCR1	8.156065	9.408258	9.311121	11.190559	9.001041	10.784602	9.348292	10.724066	13.063013	10.866099	10.055289	9.379322	8.073211	9.35311	11.862773	13.718709	10.513831	10.291073	10.778076	11.704402
ASRGL1	21.909918	23.185953	11.658965	8.216944	14.249897	20.456467	15.544746	11.442045	16.947702	16.317822	15.364852	12.515987	17.330564	30.667328	15.896177	34.569374	15.177394	22.416553	23.216282	25.90253
ASS1	155.67598	196.77293	123.62439	185.77274	133.01645	151.83	121.37014	163.13922	159.71257	169.58589	226.375	93.51883	222.40254	777.6678	299.38986	275.19818	356.1001	183.09111	483.21423	176.73285
ASTE1	5.1443167	5.9744134	4.7009616	4.50843	5.6641564	4.978297	3.8946729	6.7697186	5.9307904	5.776887	6.7104874	5.6136913	5.3683147	7.0017715	6.355978	5.627381	6.15952	5.4660535	5.4456286	5.143691
ASTN2	2.0460684	1.247751	1.42387	1.6162041	1.6676662	1.996768	2.065375	1.9316628	2.3904953	1.44119	2.0659392	1.8843099	1.582456	1.294001	2.207126	1.915197	1.691467	2.371605	1.4059074	1.819993
ASUN	8.715214	6.7757235	6.8340263	6.802406	8.214426	11.512249	7.387946	8.49392	6.813876	6.2813716	6.5549	7.3009224	6.524819	10.258011	7.3606005	10.775208	6.1389804	7.531053	6.4954123	7.4678044
ASXL1	11.989762	9.041873	10.18929	9.164242	11.406252	10.516561	9.243128	10.503626	12.157129	8.525107	9.133873	10.624907	8.014614	6.8308153	10.784932	10.97831	7.147072	8.865296	7.6741247	10.978477
ASXL2	6.8387194	5.6827197	5.32121	4.57055	6.00091	5.06254	5.40684	7.18214	6.3128495	3.663632	4.6581798	5.7307878	4.8148236	5.0167403	7.13066	5.30043	5.3306093	6.6186905	6.3660207	4.75314
ATAD1	25.643766	18.670155	18.130508	16.749413	21.374807	19.493822	17.817387	26.74285	26.658895	19.039965	20.85644	25.361622	22.460302	21.94755	25.764635	23.718592	22.85826	25.711569	27.84745	25.998234
ATAD2B	3.7939136	2.8144646	3.1153958	3.2744398	3.476719	2.6699147	2.6096666	4.9399962	4.4255657	2.747219	3.9015734	3.7894425	2.8073	2.5278876	3.408122	2.8684595	2.2476308	2.8099222	3.3963118	4.002684
ATAD2	7.597733	4.698512	3.1296782	4.066672	3.4129372	6.068681	2.6653695	4.983599	7.0506124	3.2452526	4.139182	4.845341	3.0897663	6.8356757	3.6970243	8.694913	3.7140706	4.426592	5.790957	4.323809
ATAD3A	9.935564	11.086288	7.4453425	10.769788	8.600345	12.816352	9.404804	8.724254	11.256662	10.158199	10.388297	8.166449	7.6801386	11.564716	9.145828	14.2563505	8.103419	10.014238	13.2608795	12.1386595
ATAD3B	4.482688	3.8284342	5.1533675	7.31738	3.066893	3.121627	5.5173726	4.363771	7.027258	6.8178797	5.4472337	3.5279698	1.9210722	4.654325	4.0152187	7.0557456	2.27285	3.1458175	5.141224	9.817679
ATAD3C	0.9077	0.546974	0.43579	0.738035	0.420107	0.20868778	0.600018	0.505952	0.2643127	0.23254871	0.37888104	0.382221	0.24653752	0.23949303	0.48500404	0.195241	0.457826	0.765767	0.0998075	0.380552
ATAD5	1.4607539	0.871576	0.6858767	0.8070241	0.664141	0.913586	0.564161	0.768208	1.428918	0.6300945	0.8291149	0.7223152	0.4855571	1.211857	0.963439	1.3667868	0.562981	0.776708	0.970495	1.002885
ATAT1	5.1822696	2.7712612	4.2094564	6.926456	4.2846274	3.8037038	4.548295	4.881887	9.085547	5.636625	3.9181662	4.299513	3.5950167	2.8407543	4.072308	4.681901	2.304287	2.76103	3.163369	7.5714226
ATE1	16.651415	13.628667	12.151768	13.13438	14.996816	16.17175	12.623679	18.958206	19.981089	14.198217	18.532125	16.07882	13.518088	17.88712	18.236818	17.001839	21.425295	14.61449	22.092365	16.15169
ATF1	21.858728	16.428886	15.749029	16.287804	20.083761	17.53005	18.38281	26.1304	22.307226	17.52351	20.843925	23.68255	22.698202	22.920288	18.640848	23.32365	19.514605	21.23016	23.310526	23.536385
ATF2	13.992331	10.725629	10.262504	9.483195	12.11545	13.093355	11.037544	15.520271	14.818605	10.1249275	12.086976	15.244007	13.361917	11.48895	13.06024	13.561314	11.121521	12.661465	14.294398	12.005833
ATF3	34.25396	8.504832	8.094519	8.030243	8.142435	3.22025	4.734841	11.992921	23.664068	35.829887	11.131555	200.68738	32.833954	8.914806	30.580484	31.04047	53.000282	18.833828	148.93379	155.58333
ATF4	111.61781	79.55746	92.56222	92.435585	124.22115	106.7243	92.13925	131.24121	125.27097	102.86358	115.12911	148.25319	134.89651	114.4692	118.425934	137.39346	95.509346	101.54353	108.9092	155.10127
ATF5	13.332774	12.718197	12.205091	9.073677	14.829421	13.169521	14.063316	11.54884	11.032618	10.246304	11.079891	14.738196	9.509561	13.269242	15.450186	10.728286	14.251147	14.773152	15.331596	15.422467
